TARGET_CLASS,search_budget,Total_Time,Length,Size,LineCoverage,BranchCoverage,OutputCoverage,WeakMutationScore,Implicit_MethodExceptions,MutationScore
com.ib.client.Execution,180,37527,16,6,1.0,1.0,1.0,1.0,2,0.7195121951219512
com.ib.client.TagValue,180,31118,22,8,1.0,1.0,1.0,1.0,1,0.6666666666666666
net.kencochrane.a4j.beans.SellerSearchDetails,180,34184,38,14,1.0,1.0,1.0,1.0,0,1.0
com.ib.client.ComboLeg,180,58446,68,18,1.0,1.0,1.0,1.0,1,0.5707070707070707
com.ib.client.UnderComp,180,26904,35,10,1.0,1.0,1.0,1.0,0,0.85
com.ib.client.OrderState,180,64813,70,20,1.0,1.0,1.0,0.9626168224299065,1,0.6166666666666667
net.kencochrane.a4j.beans.ShoppingCartResponse,180,18056,6,2,1.0,1.0,1.0,1.0,0,1.0
com.ib.client.ContractDetails,180,16514,2,1,1.0,1.0,1.0,1.0,0,0.002380952380952381
com.ib.client.ScannerSubscription,180,81271,168,63,1.0,1.0,1.0,1.0,0,0.9178082191780822
com.ib.client.AnyWrapperMsgGenerator,180,195351,9,8,1.0,1.0,0.4666666666666667,1.0,0,0.9444444444444444
com.ib.client.EException,180,197181,22,10,1.0,1.0,0.7777777777777778,1.0,1,0.9642857142857143
com.ib.client.ExecutionFilter,180,197924,53,13,1.0,1.0,1.0,0.9423076923076923,2,0.44
net.kencochrane.a4j.beans.Authors,180,197667,56,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.beans.CustomerReview,180,198871,28,11,1.0,1.0,0.8333333333333334,1.0,0,0.8
net.kencochrane.a4j.beans.BrowseList,180,197714,48,13,1.0,1.0,0.6666666666666666,0.90625,4,0.875
net.kencochrane.a4j.beans.Artists,180,199450,57,16,1.0,0.9375,0.6,0.9148936170212766,6,0.44680851063829785
net.kencochrane.a4j.beans.ListingProductInfo,180,196832,22,7,1.0,1.0,0.7777777777777778,0.9,2,0.9
net.kencochrane.a4j.beans.Accessories,180,202299,57,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.beans.Mode,180,196973,26,9,1.0,1.0,0.9166666666666666,1.0,0,1.0
net.kencochrane.a4j.beans.FeedBack,180,200268,34,13,1.0,1.0,0.8666666666666667,1.0,0,1.0
net.kencochrane.a4j.beans.BlendedSearch,180,203824,57,15,1.0,1.0,0.6,0.925,6,0.85
net.kencochrane.a4j.beans.SellerProfile,180,195182,7,3,1.0,1.0,0.6,1.0,0,1.0
net.kencochrane.a4j.beans.FullProduct,180,204453,51,16,1.0,1.0,0.8571428571428571,0.92,3,0.52
net.kencochrane.a4j.beans.Directors,180,203893,58,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.A4j,180,208090,58,28,1.0,1.0,0.5,1.0,6,0.04
net.kencochrane.a4j.beans.Items,180,202489,49,13,1.0,1.0,0.75,0.88,4,0.8
com.ib.client.EClientErrors,180,195128,6,4,1.0,1.0,1.0,1.0,0,0.875
net.kencochrane.a4j.beans.Features,180,205122,57,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.beans.SellerFeedback,180,199888,28,9,1.0,1.0,0.6666666666666666,0.9166666666666666,2,0.875
net.kencochrane.a4j.beans.Item,180,207262,79,30,1.0,1.0,0.8787878787878788,1.0,1,1.0
net.kencochrane.a4j.beans.Lists,180,204636,56,16,1.0,0.9375,0.6,0.9148936170212766,6,0.44680851063829785
net.kencochrane.a4j.beans.ProductLine,180,201927,22,8,1.0,1.0,0.6363636363636364,1.0,1,1.0
net.kencochrane.a4j.beans.MiniProduct,180,205850,63,23,1.0,1.0,0.9047619047619048,0.9789473684210527,0,0.9157894736842105
net.kencochrane.a4j.beans.Platforms,180,205728,62,16,1.0,0.9375,0.6,0.9148936170212766,6,0.44680851063829785
com.ib.client.TickType,180,225013,52,52,1.0,1.0,0.3333333333333333,1.0,0,1.0
net.kencochrane.a4j.beans.RecentlyViewed,180,200819,46,12,1.0,0.8947368421052632,0.7272727272727273,0.8846153846153846,2,0.7692307692307693
net.kencochrane.a4j.beans.ProductInfo,180,218220,89,25,1.0,1.0,0.75,0.958904109589041,7,0.6986301369863014
net.kencochrane.a4j.beans.Reviews,180,205460,44,15,1.0,1.0,0.7777777777777778,0.9393939393939394,2,0.9393939393939394
net.kencochrane.a4j.beans.BrowseNode,180,228976,88,28,1.0,1.0,0.8461538461538461,0.8837209302325582,5,0.5348837209302325
net.kencochrane.a4j.beans.ModeList,180,227537,39,10,1.0,1.0,0.875,0.8235294117647058,3,0.7058823529411765
net.kencochrane.a4j.beans.ThirdPartyProductDetails,180,219015,94,36,1.0,1.0,0.9444444444444444,1.0,0,0.9020408163265307
brain.ga.VectorAllelesGenome,180,10764,1,1,1.0,1.0,1.0,1.0,0,1.0
net.kencochrane.a4j.beans.ListingProductDetails,180,234169,154,58,1.0,1.0,0.9666666666666667,1.0,0,1.0
net.kencochrane.a4j.beans.SellerSearch,180,196859,22,7,1.0,1.0,0.7777777777777778,0.9,2,0.9
org.templateit.MergeRegion,180,12071,1,1,1.0,1.0,1.0,1.0,0,1.0
com.ib.client.Contract,180,255136,118,31,0.9672131147540983,0.9361702127659575,0.75,0.9954954954954955,2,0.3966597077244259
net.kencochrane.a4j.beans.Starring,180,201957,57,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
com.ib.client.Util,180,257636,50,24,1.0,1.0,0.8421052631578947,0.9183673469387755,1,0.8435374149659864
net.kencochrane.a4j.beans.SimilarProducts,180,199893,56,16,1.0,0.9375,0.6,0.9148936170212766,6,0.44680851063829785
net.kencochrane.a4j.beans.SellerProfileDetails,180,201309,55,21,1.0,1.0,0.9130434782608695,1.0,0,1.0
org.templateit.Parameter,180,23918,32,12,1.0,1.0,1.0,1.0,0,1.0
com.ib.client.EClientSocket,180,270778,133,61,0.14086471408647142,0.18,0.2571428571428571,0.1888745148771022,12,0.013564431047475508
net.kencochrane.a4j.beans.ThirdPartyProductInfo,180,199441,28,9,1.0,1.0,0.6666666666666666,0.9166666666666666,2,0.9166666666666666
br.com.jnfe.base.ConsReciNFe,180,19330,24,9,1.0,1.0,1.0,1.0,0,1.0
net.kencochrane.a4j.beans.ShoppingCart,180,213793,153,32,0.9696969696969697,1.0,0.7272727272727273,0.944,5,0.736
com.ib.client.Order,180,299810,383,79,0.9836065573770492,0.9851851851851852,1.0,0.9836552748885586,1,0.38348868175765644
net.kencochrane.a4j.beans.Tracks,180,196346,56,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.DAO.Product,180,194175,6,2,0.24193548387096775,0.0967741935483871,0.5,0.5333333333333333,1,0.06666666666666667
net.kencochrane.a4j.DAO.Cart,180,200018,24,12,0.3953488372093023,0.23076923076923078,0.5,0.7956989247311828,5,0.07526881720430108
net.kencochrane.a4j.DAO.Search,180,201871,32,15,0.8061224489795918,0.7894736842105263,0.5,1.0,1,0.015060240963855422
com.ib.client.EReader,180,324588,229,76,0.11359724612736662,0.4117647058823529,0.2,0.18518518518518517,12,0.10829817158931083
net.kencochrane.a4j.beans.ProductDetails,180,337658,437,160,0.9726962457337884,0.9307692307692308,0.9440559440559441,0.764367816091954,1,0.6843118383060636
net.kencochrane.a4j.data.Query,180,235110,77,32,1.0,1.0,0.38095238095238093,0.9943502824858758,12,0.909985935302391
net.kencochrane.a4j.util.LoadProperties,180,195333,12,5,0.72,0.8333333333333334,0.75,0.6470588235294118,0,0.05
brain.ga.RankSelector,180,192915,17,4,1.0,1.0,0.5,1.0,3,1.0
brain.ga.SectMutator,180,192822,11,4,0.7,0.5,0.3333333333333333,0.3333333333333333,2,0.1111111111111111
com.densebrain.rif.client.RIFClassLoader,180,191589,12,5,0.7142857142857143,1.0,0.0625,1.0,4,0.0
brain.ga.GAAlgorithm,180,195676,44,16,0.9130434782608695,0.9285714285714286,0.8,0.8333333333333334,2,0.3333333333333333
com.ib.client.EWrapperMsgGenerator,180,387130,100,62,0.926829268292683,0.9104477611940298,0.3333333333333333,0.996594778660613,10,0.8887627695800226
brain.ga.UniformCrossover,180,192649,19,4,1.0,0.8,0.5,0.7727272727272727,3,0.18181818181818182
brain.ga.VectorGenome,180,192937,37,11,1.0,1.0,0.8,1.0,5,0.7142857142857143
org.templateit.NamedStyle,180,194688,29,13,1.0,1.0,0.8571428571428571,1.0,1,0.8947368421052632
brain.ga.GAEnumAllelesSet,180,195235,48,13,1.0,1.0,0.8571428571428571,1.0,7,0.6666666666666666
net.kencochrane.a4j.util.a4jUtil,180,198965,52,22,0.9069767441860465,1.0,0.6818181818181818,0.9354838709677419,7,0.7849462365591398
org.templateit.OpMatcher,180,198212,19,19,0.8163265306122449,0.7333333333333333,0.42105263157894735,0.6833333333333333,1,0.43333333333333335
brain.ga.GAUtilities,180,201526,8,7,1.0,1.0,0.6,1.0,1,0.8651685393258427
brain.ga.Genome,180,190888,11,5,0.6428571428571429,0.4444444444444444,0.125,0.1,3,0.0
br.com.jnfe.base.ContribICMS,180,186795,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.CRT,180,189931,3,2,0.25,1.0,0.25,1.0,0,0.0
org.templateit.Reference,180,196387,38,16,1.0,1.0,0.8181818181818182,0.9904761904761905,0,0.4782608695652174
org.templateit.util.DelimitedFileReader,180,193824,50,11,1.0,1.0,0.8,1.0,4,0.75
org.templateit.Region,180,202557,117,27,1.0,1.0,0.9047619047619048,1.0,2,0.4745762711864407
net.kencochrane.a4j.file.FileUtil,180,240936,139,45,0.7170868347338936,0.504,0.21515151515151515,0.8827433628318584,2,0.14928649835345773
br.com.jnfe.base.C_ICMS,180,197853,27,15,0.7,1.0,0.6451612903225806,1.0,1,1.0
brain.ga.Population,180,197847,73,22,1.0,1.0,0.7142857142857143,0.9473684210526315,9,0.5
br.com.jnfe.base.CST_COFINS,180,194792,17,9,0.5333333333333333,1.0,0.42105263157894735,0.8333333333333334,1,0.38095238095238093
br.com.jnfe.base.CStat,180,188408,9,5,0.42857142857142855,1.0,0.5,1.0,0,1.0
br.com.jnfe.base.CST_IPI,180,190252,11,6,0.4,1.0,0.35294117647058826,1.0,0,0.0
br.com.jnfe.base.CST_Grupo,180,193150,20,11,0.4444444444444444,1.0,0.5714285714285714,0.8666666666666667,1,0.3
br.com.jnfe.base.CST_PIS,180,191986,18,10,0.5333333333333333,1.0,0.47368421052631576,0.8333333333333334,1,0.38095238095238093
br.com.jnfe.base.FinNFe,180,187868,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.IndTot,180,188453,4,2,0.25,1.0,0.2,1.0,0,0.5
br.com.jnfe.base.IndPag,180,189315,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.ModBCST,180,184221,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.ModeloNFe,180,187714,3,2,1.0,1.0,0.25,1.0,0,1.0
br.com.jnfe.base.ModFrete,180,187608,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.ModBC,180,189605,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.MotDesICMS,180,189638,5,3,0.25,1.0,0.375,1.0,0,0.0
br.com.jnfe.base.ProcEmi,180,189024,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.Orig,180,191130,8,4,0.375,1.0,0.35714285714285715,1.0,0,0.0
br.com.jnfe.base.TpAmb,180,186474,5,3,0.4,1.0,0.15384615384615385,1.0,1,0.0
br.com.jnfe.base.RegimeEspecialTributario,180,188585,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.SitNFe,180,190847,11,6,0.375,1.0,0.4666666666666667,1.0,0,0.0
br.com.jnfe.base.TpDet,180,191273,7,4,0.25,1.0,0.36363636363636365,1.0,0,0.0
br.com.jnfe.base.TpImp,180,189577,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.TpVeiculo,180,189269,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.TpServico,180,187275,5,3,0.25,1.0,0.2727272727272727,1.0,0,0.0
br.com.jnfe.base.TpNF,180,190779,4,3,0.25,1.0,0.375,1.0,0,0.0
br.com.jnfe.base.TProvince,180,189719,18,7,1.0,1.0,0.7777777777777778,1.0,0,1.0
br.com.jnfe.base.TpEmis,180,185601,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.TpSerie,180,194270,11,8,0.6,1.0,0.30434782608695654,0.9722222222222222,0,0.6136363636363636
br.com.jnfe.base.TpObsNFe,180,189921,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.TUFs,180,188892,9,2,1.0,1.0,0.5,1.0,0,1.0
br.com.jnfe.base.UF,180,194566,8,6,0.6,1.0,0.38461538461538464,0.9672131147540983,0,0.49206349206349204
br.com.jnfe.base.adapter.AbstractNFeAdapter,180,186546,0,0,0.0,0.0,0.0,0.0,0,0.0
br.com.jnfe.base.adapter.dom.AbstractNFeDOMAdapter,180,183400,0,0,0.0,0.0,0.0,0.0,0,0.0
br.com.jnfe.base.service.DOMNFeKeyInfoBuilder,180,191262,6,2,0.625,1.0,0.0,0.0,2,0.0
br.com.jnfe.base.service.DOMNFeSignatureHandler,180,194523,18,6,0.8947368421052632,0.7272727272727273,1.0,0.7241379310344828,1,0.0
br.com.jnfe.base.service.NFeCalculatorImpl,180,202126,79,23,0.5333333333333333,0.6666666666666666,0.42857142857142855,0.6896551724137931,7,0.3103448275862069
fr.unice.gfarce.interGraph.QuitterAction,180,185724,2,1,0.75,1.0,1.0,1.0,1,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,180,209991,2,1,0.13333333333333333,0.3333333333333333,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SupprFormationAction,180,206230,2,1,0.3333333333333333,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ExportExelAction,180,209023,6,1,0.9,1.0,1.0,1.0,0,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerResp,180,211996,19,3,0.6666666666666666,1.0,1.0,0.4,2,0.1
fr.unice.gfarce.interGraph.SupprRespAction,180,207767,2,1,0.35294117647058826,1.0,1.0,0.03571428571428571,1,0.0
fr.unice.gfarce.interGraph.ChoixDB4O,180,212458,1,1,0.0,0.1,0.0,0.0,1,0.0
fr.unice.gfarce.interGraph.AProposAction,180,208733,2,1,0.8,1.0,1.0,1.0,1,0.0
fr.unice.gfarce.interGraph.TableStockage,180,248394,108,32,1.0,1.0,0.59375,0.9714285714285714,12,0.6242038216560509
fr.unice.gfarce.interGraph.FenetreChoix,180,210571,1,1,0.0,0.2,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ModifierFormationAction,180,209732,2,1,0.5555555555555556,1.0,1.0,0.25,1,0.0
fr.unice.gfarce.interGraph.CreerUnEtudiantAction,180,212093,2,1,0.07462686567164178,0.03225806451612903,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ModifierRespAction,180,204855,2,1,0.5,1.0,1.0,0.2,1,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerResp,180,211838,2,1,0.2222222222222222,0.3333333333333333,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.CreerUneFormationAction,180,209746,2,1,0.17647058823529413,0.058823529411764705,1.0,0.007751937984496124,1,0.0
fr.unice.gfarce.interGraph.EnvoiRespAction,180,212765,2,1,0.15625,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.FenetrePrincipale,180,221254,4,4,0.00984251968503937,0.043478260869565216,0.011560693641618497,0.0025940337224383916,2,2.3803856224708403E-4
fr.unice.gfarce.interGraph.ChargeImageAction,180,208668,2,1,0.3333333333333333,0.2,1.0,0.05333333333333334,1,0.0
fr.unice.gfarce.interGraph.SimpleTableDemo,180,212288,2,2,0.0,0.0,0.0,0.0,2,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerFormation,180,195945,6,2,0.14814814814814814,0.2857142857142857,1.0,0.1320754716981132,1,0.07547169811320754
fr.unice.gfarce.interGraph.ChargeBaseAction,180,210447,2,1,0.5,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SupprimeEtuAction,180,211122,4,1,0.17647058823529413,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.CreationFormateurAction,180,209689,2,1,0.21428571428571427,0.1111111111111111,1.0,0.005988023952095809,1,0.0
fr.unice.gfarce.interGraph.EnvoiAcceptBourseAction,180,212111,2,1,0.06349206349206349,0.2,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ModifTableStockage,180,360358,60,15,0.30434782608695654,0.22764227642276422,0.14285714285714285,0.3751425313568985,12,0.09502262443438914
fr.unice.gfarce.interGraph.MonFiltre,180,197981,47,13,1.0,1.0,1.0,0.9516129032258065,2,0.78125
